clusterid,startdate,tweetcount,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
36,2017-06-11 22:07:43,10,0.09420006200396829,4.710003100198414,0.09420006200396829,0.09420006200396829,0.09420006200396829,0.09420006200396829,0.09420006200396829,3.7680024801587315
37,2017-06-12 23:08:49,10,0.1290316171923315,0.1290316171923315,0.1290316171923315,0.1290316171923315,0.1290316171923315,0.1290316171923315,0.1290316171923315,9.032213203463204
38,2017-06-14 18:58:40,10,0.20286148705096085,10.143074352548041,0.20286148705096085,0.20286148705096085,0.20286148705096085,0.20286148705096085,0.20286148705096085,0.20286148705096085
39,2017-06-14 22:34:35,10,0.10680812324929972,0.10680812324929972,0.10680812324929972,0.10680812324929972,7.47656862745098,0.10680812324929972,0.10680812324929972,6.408487394957984
40,2017-06-15 20:20:17,10,0.11052554112554115,0.11052554112554115,0.11052554112554115,0.11052554112554115,0.11052554112554115,0.11052554112554115,0.11052554112554115,7.736787878787879
41,2017-06-15 23:29:45,10,0.05695578231292517,2.8477891156462585,0.05695578231292517,0.05695578231292517,2.8477891156462585,0.05695578231292517,3.41734693877551,3.41734693877551
42,2017-06-16 20:08:40,10,0.22041130268199244,17.632904214559392,0.22041130268199244,0.22041130268199244,0.22041130268199244,0.22041130268199244,0.22041130268199244,0.22041130268199244
43,2017-06-25 00:12:55,10,0.08209656565656566,4.104828282828282,0.08209656565656566,0.08209656565656566,4.925793939393939,0.08209656565656566,0.08209656565656566,4.104828282828282
44,2017-06-30 23:00:16,10,0.06675358503401362,4.005215102040816,0.06675358503401362,0.06675358503401362,3.337679251700681,0.06675358503401362,0.06675358503401362,4.005215102040816
45,2017-07-19 06:28:15,10,0.049820598290598296,2.9892358974358975,0.049820598290598296,0.049820598290598296,0.049820598290598296,2.9892358974358975,0.049820598290598296,3.4874418803418803
46,2017-07-26 23:44:22,10,0.06487795238095238,0.06487795238095238,0.06487795238095238,2.595118095238095,2.595118095238095,0.06487795238095238,0.06487795238095238,2.595118095238095
47,2017-08-02 23:04:53,11,0.09272692441657959,0.09272692441657959,0.09272692441657959,0.09272692441657959,0.09272692441657959,0.09272692441657959,0.09272692441657959,7.4181539533263665
48,2017-08-22 06:01:48,10,2.935806074766355,3.5229672897196256,0.058716121495327095,0.058716121495327095,2.935806074766355,0.058716121495327095,0.058716121495327095,2.935806074766355
49,2017-08-30 04:05:28,10,0.11888169129720855,0.11888169129720855,0.11888169129720855,0.11888169129720855,5.944084564860428,0.11888169129720855,0.11888169129720855,7.1329014778325135
50,2017-09-21 03:10:55,10,0.08812732115677321,0.08812732115677321,0.08812732115677321,0.08812732115677321,7.050185692541857,0.08812732115677321,0.08812732115677321,5.287639269406393
51,2017-09-29 22:02:01,11,0.07469518716577542,4.481711229946526,0.07469518716577542,0.07469518716577542,0.07469518716577542,0.07469518716577542,0.07469518716577542,5.228663101604279
52,2017-10-23 19:49:10,10,0.0832400568181818,0.0832400568181818,0.0832400568181818,0.0832400568181818,5.826803977272727,0.0832400568181818,0.0832400568181818,8.32400568181818
53,2017-11-04 06:44:41,10,0.12226432748538012,0.12226432748538012,0.12226432748538012,0.12226432748538012,0.12226432748538012,0.12226432748538012,0.12226432748538012,6.113216374269005
54,2017-11-20 03:02:12,10,0.062236666666666655,3.734199999999999,0.062236666666666655,0.062236666666666655,3.111833333333333,0.062236666666666655,0.062236666666666655,3.734199999999999
55,2017-11-30 19:14:01,10,0.14714669140383435,10.300268398268404,0.14714669140383435,0.14714669140383435,0.14714669140383435,0.14714669140383435,0.14714669140383435,0.14714669140383435
56,2017-12-11 07:33:36,10,0.04696242993117994,2.8177457958707963,0.04696242993117994,0.04696242993117994,3.2873700951825957,0.04696242993117994,2.8177457958707963,3.2873700951825957
57,2017-12-16 19:51:28,10,0.08963869992441423,5.378321995464854,0.08963869992441423,0.08963869992441423,5.378321995464854,0.08963869992441423,0.08963869992441423,0.08963869992441423
58,2017-12-21 20:03:02,2,0.6821376811594203,13.642753623188405,0.6821376811594203,0.6821376811594203,13.642753623188405,0.6821376811594203,0.6821376811594203,0.6821376811594203
