word	valence	arousal	dominance
religion	5.07	5.85	5.30
rely	5.27	4.66	4.38
remorse	2.48	5.66	3.31
remove	4.13	4.73	4.70
render	4.50	4.65	4.85
rent	4.16	5.04	4.76
repent	4.93	5.11	4.21
repentant	5.53	4.69	5.42
report	4.11	4.18	4.29
reptile	4.77	5.18	4.77
repulsed	2.48	5.93	4.10
rescue	7.70	6.53	6.45
resent	3.76	4.47	4.46
reserved	4.88	3.27	4.30
resign	3.47	4.21	4.57
resist	5.12	5.35	5.80
respect	7.64	5.19	6.89
respectful	7.22	4.60	5.67
response	5.67	5.00	4.96
restaurant	6.76	5.41	5.73
retain	5.38	4.57	5.79
retard	2.89	4.96	3.43
retire	6.37	4.70	6.22
retreat	4.50	4.43	4.60
reunion	6.48	6.34	5.64
reveal	6.29	6.32	5.21
revere	5.45	4.29	5.04
reverent	5.35	4.00	4.67
revert	4.53	4.73	4.23
revise	4.33	4.67	4.93
revive	6.68	5.54	5.58
revolt	4.13	6.56	6.18
revolver	4.02	5.55	4.39
reward	7.53	4.95	6.00
rhythm	7.06	5.73	6.23
rich	7.17	5.80	6.57
riches	7.70	6.17	6.74
riddle	5.93	5.20	4.90
ridicule	3.13	5.83	3.87
rifle	4.02	6.35	4.16
right	6.45	4.79	6.38
rigid	3.66	4.66	4.61
rigor	4.96	5.57	5.18
ring	6.33	5.37	4.73
rink	5.70	4.33	5.73
riot	2.96	6.39	4.18
risk	4.64	6.54	3.82
river	6.85	4.51	5.10
roach	2.35	6.64	4.82
road	5.53	4.90	5.33
roast	5.80	5.10	5.93
rob	2.80	6.40	2.80
robber	2.61	5.62	3.62
robbery	2.42	6.90	2.26
robot	5.36	4.71	4.46
rock	5.56	4.52	5.15
rodeo	5.62	5.00	4.69
role	6.11	4.61	5.68
rollercoaster	8.02	8.06	5.10
romance	7.61	6.90	6.03
romantic	8.32	7.59	6.08
roof	5.40	4.07	5.27
room	5.52	3.77	5.52
rope	5.07	4.57	5.00
rot	2.68	5.18	3.07
rotten	2.26	4.53	4.32
rough	4.74	5.33	4.81
rower	5.31	4.97	5.47
royalty	6.57	5.59	5.76
ruby	6.89	5.18	6.07
rude	2.50	6.31	4.91
rug	4.93	3.63	5.57
rugby	5.77	5.00	5.03
ruins	4.84	5.48	4.61
ruler	5.10	4.33	5.78
rules	4.23	4.38	3.34
rum	6.00	5.39	4.75
runner	5.67	4.76	5.47
rush	3.97	6.38	3.88
rusty	3.86	3.77	4.53
rye	5.24	3.96	5.28
sad	1.61	4.13	3.45
sadness	2.21	5.21	2.82
safe	7.07	3.86	5.81
safety	6.70	4.78	5.56
sailboat	7.25	4.88	5.86
saint	6.49	4.49	5.37
salad	5.74	3.81	5.47
salary	6.75	5.85	5.30
sale	7.07	6.00	6.33
salon	5.69	4.92	5.35
salt	5.56	4.54	5.75
salute	5.92	5.31	5.46
sand	6.34	4.79	5.83
sandwich	6.28	5.59	5.46
sapphire	7.00	5.00	5.55
satellite	6.10	4.90	5.00
satire	6.23	5.34	5.62
satisfaction	7.69	6.83	6.76
satisfied	7.94	4.94	6.14
saucer	5.09	4.41	5.06
save	6.45	4.95	6.00
savior	7.73	5.80	6.64
scalding	2.82	5.95	3.82
scandal	3.32	5.12	4.34
scapegoat	3.67	4.53	3.52
scar	3.38	4.79	3.88
scare	3.62	6.56	3.66
scared	2.78	6.82	2.94
scarf	5.64	3.46	5.46
scary	3.24	6.69	3.66
scene	5.59	4.93	5.14
scent	6.30	5.30	5.27
scholar	7.26	5.12	6.59
school	4.36	4.44	5.00
science	4.76	4.71	4.82
scientific	5.66	4.86	5.36
scissors	5.05	4.47	5.16
scoff	3.94	5.25	4.78
scold	2.81	6.06	3.39
scorch	3.23	4.97	3.90
scorching	3.76	5.00	4.10
scorn	2.84	5.48	3.93
scornful	3.02	5.04	4.59
scorpion	3.69	5.38	3.98
scream	3.88	7.04	4.75
scrotum	5.85	5.04	6.00
scuff	3.93	5.10	4.43
scum	2.43	4.88	4.26
scurvy	3.19	4.71	4.48
sea	7.00	4.83	5.28
seagull	5.89	4.57	4.93
seal	5.81	5.42	5.58
seasick	2.05	5.80	3.41
seat	4.95	2.95	4.84
secretary	5.76	4.66	5.86
secure	7.57	3.14	5.93
security	7.28	4.22	5.53
seduction	7.53	7.43	5.63
seek	5.59	5.12	5.28
seize	3.52	6.52	3.26
self	7.00	5.46	7.21
selfish	2.42	5.50	4.64
semen	5.07	5.67	5.57
sensitive	5.50	4.27	4.55
sentiment	5.98	4.41	5.09
sentry	5.00	4.19	5.00
serene	6.90	3.40	5.93
serious	5.08	4.00	5.12
sermon	5.72	4.45	4.45
sever	3.08	5.72	3.76
severe	3.20	5.26	3.83
sewage	2.61	4.57	4.47
sex	8.05	7.36	5.75
sexy	8.02	7.36	6.82
shadow	4.35	4.30	4.19
shaky	3.42	5.08	3.46
shame	2.13	6.33	2.97
shamed	2.50	4.88	2.98
shark	3.65	7.16	2.63
shawl	5.24	3.90	5.24
sheep	6.44	3.78	5.41
shelf	5.28	4.22	5.44
sheltered	5.75	4.28	3.76
shield	6.54	5.36	6.43
shine	7.07	5.25	6.29
ship	5.55	4.38	5.12
shock	4.03	7.45	3.34
shoes	6.19	4.52	5.89
shoplifter	2.93	6.00	4.24
shopping	6.48	5.79	6.50
short	4.64	3.75	3.96
shotgun	4.37	6.27	5.29
shower	7.04	5.54	6.32
shred	4.46	5.00	4.89
shriek	3.93	5.36	4.30
shrimp	6.00	4.52	6.45
shrink	4.00	5.07	3.59
shrub	4.92	4.04	5.52
shun	2.97	5.24	3.66
shut	4.53	4.87	4.40
shy	4.64	3.77	3.44
sick	1.90	4.29	3.04
sickness	2.25	5.61	3.84
sidle	5.29	4.89	5.18
sigh	4.15	2.78	4.44
sight	6.58	4.73	5.47
silent	4.79	3.46	4.96
silk	6.90	3.71	4.81
silly	7.41	5.88	6.00
silver	6.85	5.19	5.65
simple	6.50	3.73	6.10
sin	2.80	5.78	3.62
sinful	2.93	6.29	4.24
sing	6.77	5.73	5.37
sissy	3.14	5.17	3.58
sister	7.46	5.43	4.93
sizzle	6.70	5.90	5.80
skate	6.60	6.33	5.73
skeleton	3.83	4.79	4.39
skeptical	4.52	4.91	4.50
ski	6.80	6.62	5.21
skier	5.72	5.36	5.75
skijump	7.06	7.06	4.90
skill	6.90	5.70	6.33
skin	5.55	4.86	5.21
skinhead	3.54	4.62	4.19
skip	6.15	5.70	5.37
skit	6.44	5.22	5.89
skull	4.27	4.75	4.86
sky	7.37	4.27	5.16
skyline	6.90	5.28	5.31
skyscraper	5.88	5.71	4.33
slang	4.67	4.80	5.23
slap	2.95	6.46	4.21
slaughter	1.64	6.77	3.82
slave	1.84	6.21	3.29
slayer	4.00	6.24	4.76
sleep	7.20	2.80	5.41
slim	6.97	5.62	5.93
slime	2.68	5.36	4.17
slip	3.59	5.46	3.14
slob	3.12	4.23	4.27
slogan	5.83	4.18	5.14
slouch	4.07	3.83	4.83
slow	3.93	3.39	4.35
sludge	4.00	3.80	4.77
slum	2.39	4.78	3.83
slush	4.66	3.73	4.91
smack	3.50	5.64	4.57
smallpox	2.52	5.58	4.29
smart	7.93	5.90	6.77
smear	3.92	5.15	4.46
smell	5.20	5.20	5.44
smile	8.16	5.93	6.60
smirk	5.52	4.97	5.55
smoke	3.39	4.48	4.67
smooth	6.58	4.91	5.09
smudge	4.00	4.43	4.46
snail	4.31	3.86	5.68
snake	3.31	6.82	3.78
snare	4.48	5.41	4.78
snatch	4.66	5.47	4.53
sneakers	6.34	5.07	6.36
sneer	3.76	4.93	4.66
sneeze	4.76	4.96	3.93
snob	3.36	5.65	5.11
snow	7.08	5.75	5.80
snuggle	7.92	4.16	5.66
soak	5.38	5.36	5.11
soap	5.97	4.52	5.97
soar	6.90	6.17	5.83
sob	2.03	5.86	3.36
soccer	5.90	5.39	5.61
social	6.88	4.98	5.91
society	5.03	4.82	4.39
sock	5.04	3.46	5.57
soda	6.50	5.77	5.83
sodomize	3.70	5.13	3.80
sofa	6.53	3.10	6.17
soft	7.12	4.63	6.00
soil	4.67	3.57	4.70
soldier	5.79	5.48	5.69
solemn	4.32	3.56	4.61
son	6.39	5.71	5.64
song	7.10	6.07	5.85
soothe	7.30	4.40	5.36
sorrow	2.32	4.48	3.67
sorry	3.62	5.11	3.82
soul	6.72	4.39	5.71
soup	6.25	4.32	5.61
sour	3.93	5.10	4.64
spa	7.86	4.82	5.46
space	6.78	5.14	5.20
spanking	3.55	5.41	3.91
speech	4.54	5.68	4.86
spend	5.60	5.60	5.90
sphere	5.33	3.88	5.00
spice	6.21	5.62	5.62
spider	3.33	5.71	4.75
spike	5.34	4.96	5.11
spine	5.12	4.48	5.32
spirit	7.00	5.56	5.82
sponge	5.11	3.52	4.96
spoon	5.93	4.15	5.37
sports	6.45	6.23	5.77
spouse	7.58	5.21	5.53
spray	5.45	4.14	5.12
spring	7.76	5.67	6.26
spur	5.17	5.07	5.50
spurn	4.38	4.38	4.41
squad	5.58	5.19	4.77
square	4.74	3.18	4.51
squash	4.97	3.93	5.48
squeal	4.67	6.26	4.52
stagnant	4.15	3.93	4.71
stairs	4.67	5.00	4.87
stalk	2.80	5.41	3.62
star	7.27	5.83	4.68
startled	4.50	6.93	4.48
starvation	1.82	6.46	3.11
starve	2.50	4.93	3.93
starving	2.39	5.61	3.63
statue	5.17	3.46	4.95
status	5.62	4.93	5.41
steak	6.86	5.32	6.18
steal	3.18	5.11	4.93
steam	5.00	4.35	5.15
stench	2.19	4.36	4.29
stereo	6.89	6.04	6.07
stiff	4.68	4.02	4.93
stifle	3.50	4.93	3.71
sting	2.48	6.78	3.67
stingy	3.10	5.37	4.53
stink	3.00	4.26	4.16
stolen	2.69	6.03	3.41
stomach	4.82	3.93	4.68
stool	4.56	4.00	4.98
stop	3.96	4.26	4.89
store	5.93	5.00	6.00
storm	4.95	5.71	4.54
story	6.63	5.37	5.47
stove	4.98	4.51	5.36
stow	5.23	3.74	5.19
street	5.22	3.39	4.81
strength	7.41	5.76	7.21
stress	2.09	7.45	3.93
stricken	3.29	6.04	3.14
stride	5.72	4.75	6.38
string	5.34	4.36	5.57
strive	6.78	6.19	6.19
strong	7.11	5.92	6.92
structure	5.21	4.04	5.41
stubborn	3.86	5.30	5.33
studio	6.03	5.11	5.85
stun	4.93	6.29	3.66
stupid	2.31	4.72	2.98
stupor	4.39	4.48	3.67
style	6.82	5.36	5.64
subdue	4.69	4.30	4.56
subdued	4.67	2.90	4.08
subject	5.04	3.93	4.68
submit	4.37	5.22	3.96
suburb	5.89	4.54	5.84
subway	6.29	5.52	5.37
success	8.29	6.11	6.89
suffer	1.72	6.12	2.54
suffocate	1.56	6.03	3.44
sugar	6.74	5.64	5.50
suggestion	5.66	4.72	4.88
suicide	1.25	5.73	3.58
suite	7.25	5.59	5.44
sun	7.55	5.04	6.16
sunflower	7.41	4.30	5.33
sunglasses	6.47	4.90	5.97
sunlight	7.76	6.10	5.63
sunrise	7.86	5.06	5.29
sunset	7.68	4.20	5.66
supper	7.23	6.30	6.03
supply	5.27	4.38	5.27
sure	6.53	5.00	6.03
surfer	6.55	5.45	5.45
surgeon	5.36	5.86	4.61
surgery	2.86	6.35	2.75
surprise	7.73	7.07	3.87
surprised	7.47	7.47	6.11
sushi	5.72	5.22	5.81
suspicious	3.76	6.25	4.47
swamp	5.14	4.86	5.29
swan	6.48	3.52	5.32
swear	4.43	5.46	4.79
sweet	7.64	5.96	5.36
sweetheart	8.42	5.50	6.03
swift	6.46	5.39	6.29
swimmer	6.54	4.82	5.96
swing	7.20	5.53	5.33
swipe	4.86	4.33	5.11
sword	5.52	6.08	5.62
sympathy	5.33	5.03	4.73
syphilis	1.68	5.69	3.33
syrup	6.07	4.69	5.86
system	5.37	3.93	5.37
table	5.22	2.92	4.47
taint	3.92	4.85	4.35
tale	6.43	4.13	5.50
talent	7.56	6.27	6.49
tall	6.64	4.82	5.57
tamper	4.10	4.95	4.58
tangle	3.97	5.66	4.66
tank	5.16	4.88	4.78
tar	4.31	4.46	4.50
task	4.79	4.72	5.93
taste	6.66	5.22	5.50
tatter	4.53	3.90	4.50
tattoo	5.62	6.06	5.69
taunt	3.61	5.55	4.90
tavern	5.81	5.00	5.48
taxi	5.00	3.41	4.64
tea	5.87	4.13	5.71
teach	5.89	5.59	5.88
teacher	5.68	4.05	5.11
team	7.43	5.93	5.90
tease	4.84	5.87	4.67
teenager	6.41	6.33	4.67
teeter	5.18	5.30	4.56
teeth	5.46	4.77	4.85
tempo	5.89	5.04	5.96
temptation	4.94	5.88	4.50
tend	5.55	3.93	5.43
tender	6.93	4.88	5.33
tendon	4.90	4.90	4.83
tennis	6.02	4.61	5.61
tense	3.56	6.53	5.22
termite	3.58	5.39	3.87
terrace	5.55	4.71	5.00
terrible	1.93	6.27	3.58
terrific	8.16	6.23	6.60
terrified	1.72	7.86	3.08
terror	2.75	7.07	2.71
terrorist	1.69	7.27	2.65
testicles	5.38	5.25	5.81
thankful	6.89	4.34	5.32
theater	6.69	5.86	5.45
theft	2.67	5.96	3.27
theory	5.30	4.62	4.88
therapy	4.42	4.57	4.03
thermometer	4.73	3.79	4.39
thief	2.13	6.89	3.79
thigh	5.77	5.47	5.60
thin	6.43	5.57	5.36
thing	4.83	4.17	4.77
think	6.41	5.34	6.38
thirst	3.37	5.03	3.93
thirsty	3.61	5.67	3.77
thong	6.69	5.78	6.69
thorn	3.64	5.14	4.45
thought	6.39	4.83	6.02
thoughtful	7.65	5.72	5.61
threat	2.50	6.08	3.27
thrift	4.90	4.43	5.23
thrill	8.05	8.02	6.54
thrilled	7.81	7.47	6.13
thrive	7.45	6.03	6.29
thud	4.47	5.20	4.87
thug	3.86	5.32	3.96
thumb	5.52	4.54	5.25
tick	3.72	4.14	4.18
ticket	5.46	5.79	5.14
tickle	6.86	6.70	4.07
tidy	6.30	3.98	5.49
tiger	5.89	6.41	3.44
time	5.31	4.64	4.63
timid	3.86	4.11	3.09
tire	4.97	4.00	5.03
tired	3.28	2.64	3.96
tissue	4.93	3.63	5.07
title	5.80	4.93	5.89
toad	4.59	4.76	4.45
tobacco	3.28	4.83	4.08
toddler	6.97	5.68	6.55
toil	4.20	5.04	4.56
toilet	4.66	3.96	5.26
tomato	5.45	3.79	5.36
tomb	2.94	4.73	3.72
ton	4.68	4.33	5.04
tool	5.19	4.33	5.67
tooth	5.19	4.66	5.06
toothache	1.98	5.55	3.90
topless	6.93	6.67	6.30
topple	3.93	5.46	4.25
tornado	2.55	6.83	4.30
torte	5.33	4.30	4.97
torture	1.56	6.10	3.33
total	5.74	4.81	5.30
touch	6.31	6.19	5.81
tourist	5.66	4.52	5.38
tow	3.63	4.67	4.00
towel	5.75	4.19	5.69
tower	5.46	3.95	5.78
town	5.93	4.29	4.64
toxic	2.10	6.40	4.42
toy	7.00	5.11	6.09
traffic	2.27	5.80	2.57
tragedy	1.78	6.24	3.50
train	5.59	4.85	5.04
trait	6.04	4.04	4.07
traitor	2.22	5.78	4.61
trash	2.67	4.16	5.24
trauma	2.10	6.33	2.84
travel	7.10	6.21	6.31
tray	5.10	3.67	5.17
tread	5.31	4.97	4.86
treasure	8.27	6.75	6.36
treat	7.36	5.62	5.78
treatment	5.24	5.52	4.48
tree	6.32	3.42	5.08
tremor	3.94	5.41	3.34
trend	5.40	5.03	4.40
tribe	5.61	4.68	5.00
trick	4.97	6.10	4.60
trip	6.96	6.30	5.00
triumph	7.80	5.78	6.98
triumphant	8.82	6.78	6.95
trivia	5.77	5.00	5.15
trophy	7.78	5.39	6.44
trouble	3.03	6.85	4.85
troubled	2.17	5.94	3.91
trout	5.57	4.40	5.67
truce	6.62	4.82	6.11
truck	5.47	4.84	5.33
true	6.96	5.11	6.00
trumpet	5.75	4.97	4.57
trunk	5.09	4.18	5.14
trust	6.68	5.30	6.61
truth	7.80	5.00	6.47
tulip	6.83	4.52	5.69
tumor	2.36	6.51	3.58
tune	6.93	4.71	5.74
turkey	6.48	5.04	6.12
turmoil	2.71	5.87	3.20
turtle	6.78	4.85	5.07
tusk	5.41	4.46	4.93
twelve	5.24	3.66	5.31
twilight	7.23	4.70	5.59
twins	6.24	5.17	5.21
tyrant	3.25	5.71	3.14
ugly	2.43	5.38	4.26
ulcer	1.78	6.12	4.17
umbrella	5.16	3.68	5.42
uncertain	3.45	4.79	3.37
uncomfortable	2.97	6.06	3.42
understand	7.13	5.00	6.77
uneasy	3.07	6.03	3.24
unfaithful	2.05	6.20	3.02
unhappy	1.57	4.18	3.34
unify	6.90	4.93	5.83
union	6.48	4.79	6.14
unit	5.59	3.75	5.11
unite	6.77	5.81	6.10
unity	7.29	4.64	6.43
unsafe	2.82	6.18	3.67
unsure	3.03	5.97	3.60
untroubled	7.62	3.89	5.53
upset	2.00	5.86	4.08
urinate	5.59	4.10	5.45
urine	3.25	4.20	5.24
usage	4.93	4.90	4.97
useful	7.14	4.26	5.93
useless	2.13	4.87	3.92
utensil	5.14	3.57	5.40
vacation	8.16	5.64	6.80
vagina	6.14	5.55	5.88
valentine	8.11	6.06	5.81
valley	5.46	3.70	4.74
vampire	4.26	6.37	5.05
van	4.97	3.86	5.03
vandal	2.71	6.40	3.91
vanish	3.83	5.29	3.18
vanity	4.30	4.98	4.80
vase	4.97	3.90	5.41
vegetable	5.40	4.07	5.27
vehicle	6.27	4.63	5.77
venom	2.68	6.08	3.94
vessel	5.50	4.31	5.34
vest	5.25	3.95	5.09
vibrator	6.17	6.39	5.54
vice	4.43	5.30	5.23
victim	2.18	6.06	2.69
victory	8.32	6.63	7.26
video	7.30	5.67	5.77
vigor	5.85	5.77	5.73
vigorous	6.79	5.90	5.41
village	5.92	4.08	4.94
vine	5.36	4.48	4.75
violent	2.29	6.89	5.16
violin	5.43	3.49	5.18
violinist	6.32	4.33	5.38
virgin	6.45	5.51	6.24
virtue	6.22	4.52	6.13
virus	2.50	5.46	2.79
vision	6.62	4.66	6.02
vista	5.10	4.57	4.63
vodka	5.52	5.86	5.00
volcano	4.84	6.33	3.25
vomit	2.06	5.75	3.58
vote	6.63	5.30	6.93
vow	6.08	5.35	5.92
vows	6.48	6.13	5.61
voyage	6.25	5.55	5.18
wagon	5.37	3.98	5.05
wail	3.63	5.50	4.53
wall	4.76	4.18	4.41
wander	5.27	4.93	5.43
wane	4.39	4.54	3.96
want	5.25	6.00	4.54
war	2.08	7.49	4.50
warden	3.79	4.24	3.41
warehouse	5.13	4.00	4.72
warm	6.50	5.14	5.36
warmth	7.41	3.73	5.61
warn	4.20	5.37	4.60
wart	2.41	4.34	3.62
wasp	3.37	5.50	3.76
waste	2.93	4.14	4.72
watch	5.78	4.10	5.37
water	6.61	4.97	5.08
waterfall	7.88	5.37	5.20
watermelon	6.52	5.18	5.79
waterskiing	7.00	6.77	5.60
wealth	7.70	5.90	6.70
wealthy	7.70	5.80	6.77
weapon	3.97	6.03	5.19
weary	3.79	3.81	4.00
web	5.33	4.30	5.20
wed	6.75	6.41	5.56
wedding	7.82	5.97	6.68
week	5.35	4.38	4.92
weep	1.80	5.07	3.00
weight	4.28	5.40	4.92
weightlifter	5.93	5.50	5.57
welfare	3.36	5.18	2.82
wet	5.57	5.57	5.63
wheat	5.90	4.03	5.62
wheel	5.55	4.86	5.55
whistle	5.81	4.69	5.27
white	6.47	4.37	5.98
whore	2.30	5.85	4.61
wicked	2.96	6.09	4.36
wife	6.33	4.93	5.57
wild	6.37	6.43	5.27
willing	6.60	5.30	6.00
win	8.38	7.72	7.39
wince	3.85	5.27	4.69
windmill	5.60	3.74	5.24
window	5.91	3.97	4.91
windshield	4.64	4.22	4.93
windsurfers	6.50	6.30	5.33
wine	5.95	4.78	5.31
wings	6.39	5.33	4.96
wink	6.93	5.44	5.70
winner	8.24	6.86	7.72
winter	5.79	5.32	4.79
wires	4.63	4.70	4.73
wisdom	7.34	5.25	6.61
wise	7.52	3.91	6.70
wish	7.09	5.16	5.28
wishful	7.50	5.57	5.27
wit	7.32	5.42	6.38
wolf	5.00	6.70	4.33
woman	6.64	5.32	6.33
wonder	6.03	5.00	5.32
wood	5.86	4.67	5.59
wool	5.27	3.60	5.17
work	3.96	5.11	4.11
worker	5.07	4.73	5.27
world	6.50	5.32	5.26
worry	2.31	6.00	2.96
worth	6.15	4.62	5.23
wounds	2.51	5.82	3.92
wrath	3.47	5.60	4.23
wreath	6.07	4.64	5.14
wring	4.81	4.78	5.03
writer	5.52	4.33	4.73
wrong	2.93	4.67	3.30
yacht	6.95	5.61	6.10
year	5.41	4.22	5.25
yellow	5.61	4.43	5.47
yelp	3.69	5.73	4.27
yolk	5.48	4.07	5.04
young	6.89	5.64	5.30
youth	6.75	5.67	5.11
zeal	6.15	5.41	5.52
zealous	5.67	5.47	5.60
zest	6.79	5.59	6.00
zipper	5.39	5.19	5.63
zoom	6.56	5.88	5.91
